Rank,Team,2012,Last 3,Last 1,Home,Away,2011,Week,Team_Abb
15,Philadelphia,237.4,228.3,338.0,239.5,235.6,256.9,15,PHI
16,Baltimore,235.5,222.0,173.0,295.8,183.9,213.6,15,BAL
17,Carolina,234.6,263.0,280.0,221.0,250.5,239.1,15,CAR
18,Tennessee,227.2,258.0,259.0,263.2,196.3,245.2,15,TEN
19,LA Chargers,225.0,213.3,200.0,217.5,231.4,276.6,15,SD
20,Cleveland,221.4,227.0,198.0,165.0,287.2,193.1,15,CLE
21,Washington,218.6,231.7,244.0,189.9,252.2,235.8,15,WAS
22,LA Rams,212.1,203.0,207.0,210.7,213.3,179.4,15,STL
23,Miami,203.2,185.0,133.0,194.0,211.1,193.2,15,MIA
24,Jacksonville,201.3,191.7,168.0,175.4,231.5,136.2,15,JAX
25,Buffalo,200.2,167.0,220.0,204.5,196.4,231.6,15,BUF
26,San Francisco,198.5,196.0,166.0,205.6,190.3,187.3,15,SF
27,Chicago,191.9,245.3,320.0,184.4,200.7,188.2,15,CHI
28,Arizona,190.9,156.0,111.0,230.2,157.3,222.9,15,ARI
29,Seattle,188.9,236.0,209.0,185.8,191.6,194.1,15,SEA
30,NY Jets,186.8,167.3,104.0,191.1,181.8,206.1,15,NYJ
31,Kansas City,186.4,147.7,130.0,182.9,190.5,192.5,15,KC
32,Minnesota,172.6,113.3,77.0,182.6,161.0,184.8,15,MIN
1,Detroit,302.1,264.0,228.0,324.5,285.3,305.5,16,DET
2,New Orleans,298.1,326.0,298.0,276.3,319.9,346.7,16,NO
3,New England,295.7,309.0,425.0,287.9,303.6,313.2,16,NE
4,Dallas,294.8,287.0,328.0,337.9,251.7,262.6,16,DAL
5,Atlanta,287.5,250.3,265.0,257.7,317.3,257.4,16,ATL
6,Denver,277.1,239.0,187.0,282.3,273.1,158.8,16,DEN
7,Las Vegas,270.9,263.0,182.0,279.4,259.5,247.6,16,OAK
8,Indianapolis,267.6,230.3,148.0,262.9,272.3,187.2,16,IND
9,NY Giants,249.6,230.3,159.0,271.6,227.6,293.9,16,NYG
10,Pittsburgh,248.6,286.7,319.0,216.7,272.6,252.8,16,PIT
11,Houston,244.8,223.0,239.0,275.0,214.6,213.4,16,HOU
12,Tampa Bay,243.7,244.0,319.0,258.4,229.0,228.1,16,TB
13,Green Bay,240.9,236.3,278.0,232.0,249.9,303.8,16,GB
14,Baltimore,234.6,190.7,222.0,285.3,183.9,213.6,16,BAL
15,Carolina,233.4,239.0,217.0,221.0,245.7,239.1,16,CAR
16,Philadelphia,233.1,251.7,177.0,230.6,235.6,256.9,16,PHI
17,Cincinnati,227.4,164.3,92.0,210.9,243.9,209.6,16,CIN
18,Washington,225.0,238.3,308.0,189.9,260.1,235.8,16,WAS
19,Cleveland,222.2,261.3,233.0,173.5,287.2,193.1,16,CLE
20,LA Rams,221.6,253.3,345.0,229.9,213.3,179.4,16,STL
21,Tennessee,220.0,217.0,127.0,243.7,196.3,245.2,16,TEN
22,LA Chargers,215.6,181.7,94.0,199.9,231.4,276.6,16,SD
23,Miami,203.6,172.7,209.0,196.1,211.1,193.2,16,MIA
24,Jacksonville,202.1,189.0,213.0,175.4,228.9,136.2,16,JAX
25,Buffalo,201.2,182.3,215.0,206.0,196.4,231.6,16,BUF
26,San Francisco,199.2,188.3,208.0,205.6,192.9,187.3,16,SF
27,Seattle,189.4,229.3,196.0,185.8,192.1,194.1,16,SEA
28,Chicago,185.9,220.0,107.0,174.8,200.7,188.2,16,CHI
29,Arizona,184.2,88.0,97.0,211.1,157.3,222.9,16,ARI
30,NY Jets,181.1,107.7,107.0,191.1,171.1,206.1,16,NYJ
31,Kansas City,180.9,145.3,109.0,182.9,178.9,192.5,16,KC
32,Minnesota,168.1,101.7,109.0,182.6,153.6,184.8,16,MIN
